# AUTO-GENERATED by `make context`. DO NOT EDIT. generated_from=runindex/ generated_from_commit=f96edc1ccdda8d124e6069edeeac3ead8ec9cfdd generated_from_date=2026-08-09T18:43:15+00:00
experiment_id,group,step,description,arm,control_of,task_ids,n_runs,n_seeds,hosts,split,primary_mean,primary_pstd,primary_sstd,delta_primary,delta_pstd_primary,abs_delta_over_sigma_primary,verdict_metric,verdict_10_1,verdict_10_1_sstd,verdict_10_1_agree,sigma_source,delta_sigma_source,sigma_interpretation
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,transfer,b2a_oracle_mask_09,b2a_oracle_mask_09,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9469746974697469,0.002040400109019948,0.0024989695691090205,0.050215307245010256,0.005166463733415776,9.719473480521408,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,transfer,b2a_oracle_mask_10,b2a_oracle_mask_10,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9577557755775578,0.0026947081878803164,0.0033003300330033403,0.060996385352821036,0.006032714784549374,10.110934716993635,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,transfer,b2a_oracle_mask_11,b2a_oracle_mask_11,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9584158415841584,0.0014259055442041738,0.0017463705023528947,0.061656451359421695,0.0048070016448641855,12.82638449381344,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_oracle_mask_12/b2a_oracle_mask_12@val~relation_detr_seed42,transfer,b2a_oracle_mask_12,b2a_oracle_mask_12,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9577557755775578,0.0019431817087629834,0.002379901831989408,0.060996385352821036,0.005327785959080135,11.448730452255692,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_oracle_mask_13/b2a_oracle_mask_13@val~relation_detr_seed42,transfer,b2a_oracle_mask_13,b2a_oracle_mask_13,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9566556655665567,0.0013563067113242803,0.001661129688728405,0.059896275341819925,0.004348659218506229,13.773504046241266,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_oracle_mask_14/b2a_oracle_mask_14@val~relation_detr_seed42,transfer,b2a_oracle_mask_14,b2a_oracle_mask_14,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9575357535753576,0.002712613422648645,0.0033222593774569127,0.06077636335062083,0.003987969936401281,15.239925154868404,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_oracle_mask_top3_joint/b2a_oracle_mask_top3_joint@val~relation_detr_seed42,transfer,b2a_oracle_mask_top3_joint,b2a_oracle_mask_top3_joint,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9207920792079208,0.0037725914630323772,0.004620462046204595,0.024032688983184076,0.0015309019798808424,15.698385199720402,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_00/b2a_regiononly_mask_00@val~relation_detr_seed42,transfer,b2a_regiononly_mask_00,b2a_regiononly_mask_00,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9256325632563256,0.0011218964826387016,0.0013740369633440128,0.02887317303158891,0.002482715510375457,11.629674407287393,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_01/b2a_regiononly_mask_01@val~relation_detr_seed42,transfer,b2a_regiononly_mask_01,b2a_regiononly_mask_01,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9394939493949395,0.002040400109019928,0.0024989695691089962,0.04273455917020278,0.0026633329099722738,16.04551913513796,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_02/b2a_regiononly_mask_02@val~relation_detr_seed42,transfer,b2a_regiononly_mask_02,b2a_regiononly_mask_02,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9467546754675468,0.0022437929652773672,0.0027480739266879813,0.049995285242810016,0.004073753931146172,12.272534396485646,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_03/b2a_regiononly_mask_03@val~relation_detr_seed42,transfer,b2a_regiononly_mask_03,b2a_regiononly_mask_03,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9482948294829483,0.0008232469497852397,0.0010082674796382414,0.05153543925821158,0.003104562497353046,16.59990394851151,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_04/b2a_regiononly_mask_04@val~relation_detr_seed42,transfer,b2a_regiononly_mask_04,b2a_regiononly_mask_04,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9452145214521452,0.002349192134660329,0.002877161018838697,0.048455131227408486,0.004371183134120533,11.085129526872933,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_05/b2a_regiononly_mask_05@val~relation_detr_seed42,transfer,b2a_regiononly_mask_05,b2a_regiononly_mask_05,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9463146314631463,0.0029682590898200485,0.0036353600972185702,0.04955524123840956,0.0010403090342463131,47.63511572723342,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_06/b2a_regiononly_mask_06@val~relation_detr_seed42,transfer,b2a_regiononly_mask_06,b2a_regiononly_mask_06,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9256325632563256,0.002968259089820024,0.00363536009721854,0.02887317303158891,0.0021610395297680315,13.36077967749539,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_07/b2a_regiononly_mask_07@val~relation_detr_seed42,transfer,b2a_regiononly_mask_07,b2a_regiononly_mask_07,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9478547854785478,0.002155766550304199,0.0026402640264026056,0.05109539525381113,0.003486093152509446,14.65692195202253,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_08/b2a_regiononly_mask_08@val~relation_detr_seed42,transfer,b2a_regiononly_mask_08,b2a_regiononly_mask_08,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9452145214521452,0.0028004228957883093,0.0034298035793443146,0.04845513122740852,0.004896798860466534,9.895266807587854,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_09/b2a_regiononly_mask_09@val~relation_detr_seed42,transfer,b2a_regiononly_mask_09,b2a_regiononly_mask_09,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9388338833883388,0.0008232469497852496,0.0010082674796382536,0.04207449316360209,0.003415550085409363,12.31851154615973,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_10/b2a_regiononly_mask_10@val~relation_detr_seed42,transfer,b2a_regiononly_mask_10,b2a_regiononly_mask_10,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9377337733773378,0.002040400109019928,0.0024989695691089962,0.04097438315260101,0.0013947466975545591,29.377652031327496,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_11/b2a_regiononly_mask_11@val~relation_detr_seed42,transfer,b2a_regiononly_mask_11,b2a_regiononly_mask_11,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9397139713971397,0.0013563067113243224,0.0016611296887284563,0.04295458117240299,0.003132504294202762,13.71253704325253,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_12/b2a_regiononly_mask_12@val~relation_detr_seed42,transfer,b2a_regiononly_mask_12,b2a_regiononly_mask_12,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9456545654565457,0.0021781066967242755,0.0026676250061567317,0.04889517523180894,0.002376254254241005,20.576575568268243,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_13/b2a_regiononly_mask_13@val~relation_detr_seed42,transfer,b2a_regiononly_mask_13,b2a_regiononly_mask_13,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9465346534653465,0.0019431817087630337,0.0023799018319894697,0.0497752632406098,0.0038492546137661246,12.93114336022306,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_mask_14/b2a_regiononly_mask_14@val~relation_detr_seed42,transfer,b2a_regiononly_mask_14,b2a_regiononly_mask_14,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9460946094609461,0.0008232469497852496,0.0010082674796382536,0.04933521923620939,0.0038988808991434467,12.653687176504404,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_oracle/b2a_regiononly_oracle@val~relation_detr_seed42,transfer,b2a_regiononly_oracle,b2a_regiononly_oracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9665566556655666,0.0013563067113242803,0.001661129688728405,0.06979726544082983,0.0034409674859213354,20.284197896784626,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_oracle_mask_top3/b2a_regiononly_oracle_mask_top3@val~relation_detr_seed42,transfer,b2a_regiononly_oracle_mask_top3,b2a_regiononly_oracle_mask_top3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.8787678767876788,0.004356213393448514,0.005335250012313418,-0.01799151343705796,0.006913679817713396,2.6023064289095768,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_regiononly_pred/b2a_regiononly_pred@val~relation_detr_seed42,transfer,b2a_regiononly_pred,b2a_regiononly_pred,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9456545654565457,0.0016464938995704895,0.002016534959276495,0.04889517523180894,0.004505803985640211,10.851598380141613,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_bipolarnoise_p010/b2a_ro_oracle_bipolarnoise_p010@val~relation_detr_seed42,transfer,b2a_ro_oracle_bipolarnoise_p010,b2a_ro_oracle_bipolarnoise_p010,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9577557755775578,0.0019431817087629834,0.002379901831989408,0.060996385352821036,0.0038492546137660877,15.846284923496535,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_bipolarnoise_p020/b2a_ro_oracle_bipolarnoise_p020@val~relation_detr_seed42,transfer,b2a_ro_oracle_bipolarnoise_p020,b2a_ro_oracle_bipolarnoise_p020,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9522552255225523,0.0024892647962562924,0.003048714292750523,0.05549583529781551,0.00467040165492431,11.882454529216478,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_bipolarnoise_p030/b2a_ro_oracle_bipolarnoise_p030@val~relation_detr_seed42,transfer,b2a_ro_oracle_bipolarnoise_p030,b2a_ro_oracle_bipolarnoise_p030,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9467546754675468,0.0008232469497852496,0.0010082674796382536,0.049995285242810016,0.003415550085409363,14.637550026387022,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_bsnoise_p010/b2a_ro_oracle_bsnoise_p010@val~relation_detr_seed42,transfer,b2a_ro_oracle_bsnoise_p010,b2a_ro_oracle_bsnoise_p010,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9524752475247524,0.002469740849355739,0.0030248024389147488,0.05571585730001575,0.0009308458630908185,59.85508397170564,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,transfer,b2a_ro_oracle_bsnoise_p020,b2a_ro_oracle_bsnoise_p020,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9397139713971397,0.0021781066967242082,0.0026676250061566493,0.04295458117240299,0.003778536610494403,11.36804683937748,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,transfer,b2a_ro_oracle_bsnoise_p030,b2a_ro_oracle_bsnoise_p030,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9157315731573157,0.005398391263535858,0.006611652013780702,0.018972182932579,0.0024011525948583984,7.9012816483234944,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,transfer,b2a_ro_oracle_nhnoise_p010,b2a_ro_oracle_nhnoise_p010,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9674367436743675,0.002658535967787594,0.0032560282919579307,0.07067735344963073,0.002642478285412953,26.746616553023305,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,transfer,b2a_ro_oracle_nhnoise_p020,b2a_ro_oracle_nhnoise_p020,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9665566556655666,0.002040400109019948,0.0024989695691090205,0.06979726544082983,0.0021320435762901503,32.73726025913604,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,transfer,b2a_ro_oracle_nhnoise_p030,b2a_ro_oracle_nhnoise_p030,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9650165016501651,0.002851811088408279,0.003492741004705705,0.0682571114254283,0.0018634103189359688,36.63021006795969,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,transfer,b2a_ro_oracle_noise000,b2a_ro_oracle_noise000,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,12,3,lecun,val,0.9028052805280528,0.05772913105346304,0.06029611088487679,0.0060458903033160745,0.005726200659764305,1.055829277132759,accuracy,significant,not_significant,False,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,transfer,b2a_ro_oracle_scalpelnoise_p010,b2a_ro_oracle_scalpelnoise_p010,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9645764576457646,0.0011218964826386654,0.0013740369633439683,0.06781706742102789,0.0024827155103755096,27.31568201737725,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,transfer,b2a_ro_oracle_scalpelnoise_p020,b2a_ro_oracle_scalpelnoise_p020,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9601760176017602,0.001555790497660137,0.001905446432969021,0.06341662737702347,0.0019333545194367098,32.80134436776766,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,transfer,b2a_ro_oracle_scalpelnoise_p030,b2a_ro_oracle_scalpelnoise_p030,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9562156215621562,0.001555790497660137,0.001905446432969021,0.05945623133741951,0.0019333545194367098,30.752886105307944,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,transfer,b2a_ro_oracle_top3noise_p010,b2a_ro_oracle_top3noise_p010,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9513751375137514,0.0054252268452972055,0.006644518754913723,0.05461574728901464,0.002120334170830622,25.758084758696036,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,transfer,b2a_ro_oracle_top3noise_p020,b2a_ro_oracle_top3noise_p020,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9287128712871288,0.002349192134660329,0.002877161018838697,0.03195348106239201,0.0011283241311927036,28.319416539124564,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,transfer,b2a_ro_oracle_top3noise_p030,b2a_ro_oracle_top3noise_p030,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.8996699669966997,0.010899420089329682,0.013349008855548985,0.002910576771962973,0.011654252478795165,0.2497437546731331,accuracy,not_significant,not_significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,transfer,haux_hand_count_oracle,haux_hand_count_oracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.899009900990099,0.004277716632612453,0.0052391115070586,0.0022505107653623124,0.0056100318865997525,0.40115828409780213,accuracy,not_significant,not_significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/haux_hand_geom_oracle/haux_hand_geom_oracle@val~relation_detr_seed42,transfer,haux_hand_geom_oracle,haux_hand_geom_oracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9106710671067106,0.0036684998901062717,0.004492976426108264,0.013911676881973922,0.0068374376220173266,2.0346330966408734,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/haux_hand_own_other_oracle/haux_hand_own_other_oracle@val~relation_detr_seed42,transfer,haux_hand_own_other_oracle,haux_hand_own_other_oracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.899009900990099,0.0014259055442041738,0.0017463705023528947,0.0022505107653622756,0.002204132037788442,1.021041719270307,accuracy,not_significant,not_significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/haux_hand_presence_oracle/haux_hand_presence_oracle@val~relation_detr_seed42,transfer,haux_hand_presence_oracle,haux_hand_presence_oracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9034103410341034,0.009824912458422892,0.012033011145324766,0.006650950809366692,0.008948197886258707,0.7432726560037546,accuracy,not_significant,not_significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/haux_hand_presence_oracle_shuffle/haux_hand_presence_oracle_shuffle@val~relation_detr_seed42,transfer,haux_hand_presence_oracle_shuffle,haux_hand_presence_oracle_shuffle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.8985698569856986,0.008161600436079823,0.00999587827643612,0.0018104667609618597,0.006630604938528873,0.2730469961257482,accuracy,not_significant,not_significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/haux_hand_presence_oracle_withtooloracle/haux_hand_presence_oracle_withtooloracle@val~relation_detr_seed42,transfer,haux_hand_presence_oracle_withtooloracle,haux_hand_presence_oracle_withtooloracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9568756875687568,0.0017324549777803842,0.002121815348953355,0.06011629734402013,0.005109122481281861,11.766462355182599,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/hires_relation_detr_augstrong_hires_seed42/hires_relation_detr_augstrong_hires_seed42@val~relation_detr_augstrong_hires_seed42,transfer,hires_relation_detr_augstrong_hires_seed42_p123,hires_relation_detr_augstrong_hires_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_hires_seed42,,3,3,efros,val,0.9476347634763477,0.0013563067113243224,0.0016611296887284563,0.04004400440044006,0.0029682590898200485,13.490737563231967,accuracy,significant,significant,True,paired_delta,paired,unknown
transfer/hires_relation_detr_augstrong_seed42/hires_relation_detr_augstrong_seed42@val~relation_detr_augstrong_seed42,transfer,hires_relation_detr_augstrong_seed42_p123,hires_relation_detr_augstrong_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed42,,3,3,efros,val,0.9520352035203521,0.0008232469497852496,0.0010082674796382536,0.03867986798679871,0.0009924593956163756,38.97375364437579,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/hires_relation_detr_seed42/hires_relation_detr_seed42@val~relation_detr_seed42,transfer,hires_relation_detr_seed42_p123,hires_relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9478547854785478,0.000538941637576027,0.0006600660066006236,0.05109539525381113,0.002865469292107157,17.83142307424189,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/p0_identity_ctrl/p0_identity_ctrl@val,transfer,_p0_identity_ctrl,p0_identity_ctrl,unknown,,,3,3,efros,val,,,,,,,,,,,,,unknown
transfer/p0_identity_inj/p0_identity_inj@val,transfer,_p0_identity_inj,p0_identity_inj,unknown,,,3,3,efros,val,,,,,,,,,,,,,unknown
transfer/t1a_3seed_det123_aug/t1a_3seed_det123_aug@val~relation_detr_augstrong_seed123,transfer,t1a_3seed_det123_p123_aug,t1a_3seed_det123_aug,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed123,,3,3,efros,val,0.9502750275027503,0.0011218964826386654,0.0013740369633439683,0.04279427942794278,0.006412801602547703,6.67325797369769,accuracy,significant,significant,True,paired_delta,paired,seed_effect
transfer/t1a_3seed_det123_frozen/t1a_3seed_det123_frozen@val~relation_detr_seed123,transfer,t1a_3seed_det123_p123_frozen,t1a_3seed_det123_frozen,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed123,,3,3,efros,val,0.9573157315731573,0.0003111580995320169,0.0003810892865937914,0.06083608360836087,0.0042635472772443945,14.268889178984383,accuracy,significant,significant,True,paired_delta,paired,seed_effect
transfer/t1a_3seed_det42_aug/t1a_3seed_det42_aug@val~relation_detr_augstrong_seed42,transfer,t1a_3seed_det42_aug,t1a_3seed_det42_aug,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed42,,4,3,efros,val,0.9523102310231023,0.0014290848247267944,0.001650165016501648,0.03856985698569856,0.0013209873772094506,29.197748329114482,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,t1a_3seed_det42_frozen,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,4,3,efros,val,0.9483498349834983,0.0012675157999783387,0.0014636011766391952,0.05142542825711146,0.0027962109799237593,18.391111624385942,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_3seed_det456_aug/t1a_3seed_det456_aug@val~relation_detr_augstrong_seed456,transfer,t1a_3seed_det456_p123_aug,t1a_3seed_det456_aug,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed456,,3,3,efros,val,0.9485148514851485,0.0019431817087630337,0.0023799018319894697,0.03454345434543449,0.0018342499450531458,18.832468518587646,accuracy,significant,significant,True,paired_delta,paired,seed_effect
transfer/t1a_3seed_det456_frozen/t1a_3seed_det456_frozen@val~relation_detr_seed456,transfer,t1a_3seed_det456_p123_frozen,t1a_3seed_det456_frozen,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed456,,3,3,efros,val,0.9522552255225523,0.0016464938995704895,0.002016534959276495,0.06424642464246426,0.010702210347208167,6.0030986644944715,accuracy,significant,significant,True,paired_delta,paired,seed_effect
transfer/t1a_appearance/t1a_appearance@val~relation_detr_seed42,transfer,t1a_appearance,t1a_appearance,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9491749174917491,0.0018669485971922063,0.0022865357195628764,0.05241552726701241,0.003438152609554548,15.245259073535841,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_b2a_combined/t1a_b2a_combined@val~relation_detr_seed42,transfer,t1a_b2a_combined,t1a_b2a_combined,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9465346534653466,0.0009334742985961031,0.0011432678597814382,0.049775263240609845,0.004290704205501496,11.600721200214297,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_base_env/t1a_base_env@val~relation_detr_seed42,transfer,t1a_base_env,t1a_base_env,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9476347634763476,0.0008232469497852496,0.0010082674796382536,0.05087537325161088,0.0026628135349343615,19.105871509273726,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
