arm,p,L,seed,vid,err_rate_actual,mean_run_len,phase_accuracy,phase_macro_f1,phase_edit_score,phase_seg_f1_50
testonly,0.01,2,17,05,0.010071041437239532,2.0120793787748057,0.4326530612244898,0.6371463339876289,18.820861678004537,0.1774193548387097
testonly,0.01,2,17,06,0.010071041437239532,2.0120793787748057,0.949238578680203,0.8026894507996929,25.380952380952383,0.28378378378378377
testonly,0.01,2,17,07,0.010071041437239532,2.0120793787748057,0.7369959088252483,0.6816592884145566,12.30703259005146,0.11851851851851852
testonly,0.01,2,17,08,0.010071041437239532,2.0120793787748057,0.9028571428571428,0.8759558277020822,20.211038961038962,0.15315315315315314
testonly,0.01,2,17,09,0.010071041437239532,2.0120793787748057,1.0,1.0,100.0,1.0
testonly,0.01,2,17,10,0.010071041437239532,2.0120793787748057,0.950852557673019,0.8329384853224272,52.82258064516129,0.5952380952380952
testonly,0.01,2,17,11,0.010071041437239532,2.0120793787748057,0.9456233421750663,0.7567962113190261,41.02564102564102,0.5357142857142858
testonly,0.01,2,17,12,0.010071041437239532,2.0120793787748057,0.9425287356321839,0.8854527890104813,41.02564102564102,0.4727272727272727
testonly,0.01,2,17,13,0.010071041437239532,2.0120793787748057,0.927007299270073,0.7792921960463683,68.0,0.7586206896551725
testonly,0.01,2,17,14,0.010071041437239532,2.0120793787748057,0.7088397790055249,0.5339822773081062,32.57627118644068,0.15536187949981053
testonly,0.01,2,17,15,0.010071041437239532,2.0120793787748057,0.9642857142857143,0.7375940689131552,50.0,0.6470588235294118
testonly,0.01,2,27,01,0.01025674245859515,2.011007620660457,0.9583789704271632,0.951707435617175,55.319148936170215,0.6575342465753424
testonly,0.01,2,27,02,0.01025674245859515,2.011007620660457,0.9501084598698482,0.8258927974452491,35.29411764705882,0.5
testonly,0.01,2,27,03,0.01025674245859515,2.011007620660457,0.8062442607897153,0.7870919589092754,27.27272727272727,0.3529411764705882
testonly,0.01,2,27,04,0.01025674245859515,2.011007620660457,0.7531978931527464,0.6586035385348524,14.878048780487802,0.21111111111111114
testonly,0.01,2,27,05,0.01025674245859515,2.011007620660457,0.4383673469387755,0.6330869475139377,18.820861678004537,0.18548387096774197
testonly,0.01,2,27,06,0.01025674245859515,2.011007620660457,0.9441624365482234,0.8045984440119465,22.11981566820276,0.2325581395348837
testonly,0.01,2,27,07,0.01025674245859515,2.011007620660457,0.734073641145529,0.6764075187902805,11.890838206627679,0.13669064748201437
testonly,0.01,2,27,08,0.01025674245859515,2.011007620660457,0.895,0.8677300212145065,21.52777777777778,0.18947368421052635
testonly,0.01,2,27,09,0.01025674245859515,2.011007620660457,0.9922779922779923,0.9916577707462726,40.0,0.5714285714285715
testonly,0.01,2,27,10,0.01025674245859515,2.011007620660457,0.9538615847542627,0.847041077868137,44.005847953216374,0.45598845598845594
testonly,0.01,2,27,11,0.01025674245859515,2.011007620660457,0.9456233421750663,0.735752709803249,41.02564102564102,0.5357142857142858
testonly,0.01,2,27,12,0.01025674245859515,2.011007620660457,0.9408866995073891,0.8801736326711014,40.0,0.4999999999999999
testonly,0.01,2,27,13,0.01025674245859515,2.011007620660457,0.9343065693430657,0.8011595620488059,64.81481481481481,0.7692307692307693
testonly,0.01,2,27,14,0.01025674245859515,2.011007620660457,0.6939226519337016,0.5603667885228815,32.6007326007326,0.1327835051546392
testonly,0.01,2,27,15,0.01025674245859515,2.011007620660457,0.9714285714285714,0.7388802609273318,52.38095238095239,0.6060606060606061
testonly,0.01,4,7,01,0.009967394355552677,3.9861830742659756,0.9496166484118291,0.9613076899878839,61.904761904761905,0.7058823529411765
testonly,0.01,4,7,02,0.009967394355552677,3.9861830742659756,0.928416485900217,0.8119875194484478,37.5,0.43478260869565216
testonly,0.01,4,7,03,0.009967394355552677,3.9861830742659756,0.8089990817263545,0.7528389643660857,26.086956521739136,0.3181818181818182
testonly,0.01,4,7,04,0.009967394355552677,3.9861830742659756,0.7343867569601203,0.6328472355967001,14.938271604938269,0.21161048689138579
testonly,0.01,4,7,05,0.009967394355552677,3.9861830742659756,0.42122448979591837,0.6243624716320996,28.57142857142857,0.22916666666666669
testonly,0.01,4,7,06,0.009967394355552677,3.9861830742659756,0.9448875997099347,0.7967035435662416,26.589912280701757,0.2777777777777778
testonly,0.01,4,7,07,0.009967394355552677,3.9861830742659756,0.7194623027469316,0.6695933774459243,13.461538461538463,0.152
testonly,0.01,4,7,08,0.009967394355552677,3.9861830742659756,0.875,0.8155681480257796,18.4031158714703,0.1764705882352941
